序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
427,参展企业,c81890797b174858a1221e16e080f5d5,中国石油天然气集团有限公司,China National Petroleum Corporation,展商,,采矿业,H2-C610,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
428,参展企业,16060b36e296452dbd3d357c417cd534,中国科学院近代物理研究所,"Institute of Modern Physics, Chinese Academy of Sciences","展商,论坛主办方",,政府/机构,X1C-708,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
429,参展企业,f9e3889d86e94f60b26d8d71e763429d,中国科技发展基金会,Foundation for the Development of Science and Technology in China,"展商,论坛主办方",,政府/机构,H4-033,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
430,参展企业,0ae41dc2cc024ce58192ba420d6148c7,中国网络空间安全协会,CyberSecurity Association of China,"展商,论坛主办方",,政府/机构,R036,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
431,参展企业,cf22027649054d02b6d9e36c83d8fbf0,中国远洋海运集团有限公司,China COSCO SHIPPING Corporation Limited,展商,,交通运输、仓储和邮政业,H2-D120,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
432,参展企业,be505316b0314816a39291e8c667ad29,中控技术股份有限公司,"SUPCON Technology Co., Ltd.",展商,,"核心技术,工业互联与智能制造,制造业",H1-A124,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
433,参展企业,6d27917a56154c4e8461900bdf0b309b,中昊芯英（杭州）科技有限公司,"Zhonghaoxinying (Hangzhou) Technology Co., Ltd","展商,论坛主办方",,核心技术,H1-B1135,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
434,参展企业,4c86235378b8401e97b282362db755d7,中电科大数据研究院有限公司,"CETC Big Data Research Institute Co., Ltd.","展商,论坛主办方",,核心技术,L056,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
435,参展企业,d838f6d2d1664e39b91d324e80d40e42,中科创达软件股份有限公司,ThunderSoft,展商,,"核心技术,智能终端,智能驾驶",H2-A321,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
436,参展企业,c571623d4be84ecab665ba013274cc0f,中科加禾（北京）科技有限公司,"XCORESIGMA CO.,LTD.",展商,,核心技术,H4-114,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
437,参展企业,5ffcab3ba72f4f9b9095910f33e3b5f2,中科弘云科技（北京）有限公司,"HyperAI Technology (Beijing) Co., Ltd",展商,,核心技术,Z2A-609,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
438,参展企业,969f862fc9c4494295ae7b33f0aa30c7,中科慧远视觉技术（洛阳）股份有限公司,"Casi Vision Technology（Luoyang） Co.,Ltd.",展商,,工业互联与智能制造,H1-A922,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
439,参展企业,950ad0073ed540109f23732f1091b4e9,中科驭数（北京）科技有限公司,"YUSUR Technology Co., Ltd.",展商,,核心技术,Z1C-518,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
440,参展企业,41fd85d926ce4a6693c6e1642d7ceb33,中航电测仪器（西安）有限公司,ZHONGHANG ELECTRONIC MEASURING INSTRUMENTS(XI'AN) CO.LTD.,展商,,制造业,H1-A206,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
441,参展企业,ff9cb68fbe14444d94e0441c725aaca5,乐聚智能（深圳）股份有限公司,"Lejoin Intelligence(Shenzhen) Co.,Ltd","展商,论坛主办方",,具身智能,H3-D116,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
442,参展企业,8564dcba4ed7434b8640f6a296a1cf1a,乐高教育科技（上海）有限公司,LEGO Education Technology (Shanghai) Co. Ltd.,展商,,人才与教育,H4-081,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
443,参展企业,4abea97e3d48426ca2cb6e2fd612fece,九识（苏州）智能科技有限公司,"Zelos (Suzhou) Technology Co., Ltd.",展商,,"智能驾驶,智慧城市,交通运输、仓储和邮政业",H2-A328,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
444,参展企业,88030b125215402d9306745459b302a2,云南近达信息技术有限公司,"Genda Information Technology Co.,Ltd",展商,,核心技术,H4-113,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
445,参展企业,d52986ad06864ce1aeebe277de78a582,云擎数智科技（南京）有限公司,Cloudenginged,展商,,核心技术,Z1A-117,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
446,参展企业,dfb7ff3027974067aa2c9fd3fba104d1,云知声（杭州）智能科技有限公司,"Unisound (Hangzhou) AI Technology Co., Ltd.",展商,,核心技术,H1-D730,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
447,参展企业,9a5265d9d5bf4a7f9567f7004660e1c5,云鼎科技股份有限公司,"Yunding Technology Co., Ltd.",展商,,工业互联与智能制造,H2-E501,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
448,参展企业,2d07d89da9f94d8c9d324d2ba267b8b9,五八智能科技（杭州）有限公司,"Wuba Intelligent Technology (Hangzhou) Co., Ltd.",展商,,具身智能,H3-B116,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
449,参展企业,cb0222b5bed7454693320e6496b1b982,五象云谷有限公司,WUXIANG Cloud Valley,展商,,其他,H1-C139,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
450,参展企业,99ee520acef4488aae0af84682440edf,人形机器人（上海）有限公司,"Humanoid Robot （Shanghai) Co., Ltd.","展商,论坛主办方",,具身智能,H3-C108,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
451,参展企业,cb91ed1adcfa469090b211546b8d58a4,亿嘉和科技股份有限公司,"YIJIAHE Technology Co., Ltd.",展商,,工业互联与智能制造,H3-A510,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
452,参展企业,576ad4f00ae248d6be98cb37c9f69f79,优理奇机器人科技（苏州）有限公司,"UniX AI Technology (Suzhou) Co., Ltd.",展商,,具身智能,H3-C610,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
453,参展企业,ffcf83c7715d4e5db17017fb4e0b8758,光轮智能（北京）科技有限公司,"Guanglun Zhineng (Beijing) Technology Co., LTD.",展商,,核心技术,H2-B528,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
454,参展企业,3f03fcc3f3054f2694ba5f2a6d28458f,全知启航（北京）科技有限公司,"Allknowing-data (Beijing) Technology Co.,Ltd.",展商,,核心技术,H4-123,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
455,参展企业,4b4a656ffcd44786a3b0484af14bad22,八维通科技有限公司,"BWTON Technology Co., Ltd.",展商,,"核心技术,工业互联与智能制造,具身智能",H1-A612,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
456,参展企业,013b16da46e346afa820bfeeb11fb4fb,凌迪（浙江）科技股份有限公司,"Lingdi (Zhejiang) Technology Co., Ltd.",展商,,核心技术,H3-D209,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
457,参展企业,da2f037ed6704ccdb2b2f1a07f71fafe,凌雄技术（深圳）有限公司,"LX Technology (Shenzhen) Co., Ltd.",展商,,核心技术,H4-131,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
458,参展企业,eb795c0599d54535b6244168b48f0522,创意电子有限公司,Weltronics Component Limited,展商,,工业互联与智能制造,H3-A112,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
459,参展企业,2871c3aa3a7c46ea8eebda7a4c5609d5,创联三维科技（青岛）有限公司,"Chuanglian 3D Technology(Qingdao) Co.,Ltd.",展商,,制造业,H1-A213,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
460,参展企业,073d63c2461e4da1980658fe0b5216e2,创见资讯股份有限公司,"Transcend Information,Inc.",展商,,其他,H1-A211,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
461,参展企业,b05501b9b44549e2adba397e6059dfd7,劭行数科（上海）智能科技有限公司,"Sawing (Shanghai) Intelligent Technology Co., LTD",展商,,核心技术,H4-105,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
462,参展企业,faedfb2f1cf54ebcadda68d6e980b854,北京万物灵犀科技有限公司,01.SPACE,展商,,文娱艺术与元宇宙,H4-FT B211,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
463,参展企业,2fb0a24e192e4372bc1100905d516d90,北京与爱为舞科技有限公司 ,"Beijing Yuaiweiwu Technology Co., Ltd.",展商,,核心技术,H2-E505,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
464,参展企业,5e0ffe7f64c44023bb017625eeb561cd,北京中科慧灵机器人技术有限公司,"Beijing Zhongke Huiling Robot Technology Co., LTD.",展商,,具身智能,H3-A316,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
465,参展企业,e9a130a33532414b98e6dad1409d8a3a,北京云中融信网络科技股份有限公司,"Beijing RC Tech Co., Ltd.",展商,,核心技术,L050,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
466,参展企业,fd11ccbab45d45a5b1efd816465bf5f9,北京云迹科技股份有限公司,YUNJI TECHNOLOGY,展商,,具身智能,H4-052,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
467,参展企业,c8450b2bdba54c28a6957ca9a4766f07,北京亮亮视野科技有限公司,"Beijing LLVISION Technology Co., Ltd.",展商,,智能终端,X1B-806,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
468,参展企业,60fa26c1325940fd8322e188bf1adfbc,北京人形机器人创新中心有限公司,Beijing Innovation Center for Humanoid Robotics (X-Humanoid),"展商,论坛主办方",,具身智能,H3-C608,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
469,参展企业,1b537a051980454e8f771b6cdba29d26,北京他山科技有限公司,"Beijing Tashan Technology Co., Ltd.",展商,,具身智能,H3-B124,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
470,参展企业,086bfbffd1124ba7a658c64634a7f06b,北京伊辛智能科技有限公司,"Beijing Ising Intelligent Technology Co., Ltd.",展商,,核心技术,Z2A-607,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
471,参展企业,047b16a1b5204bf7be1b6fd3ed5cc50c,北京信而泰科技股份有限公司,"Beijing Xinertel Technology Co., LTD.",展商,,制造业,H4-132,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
472,参展企业,83310faf2b8b460c9a34345bdbb4965f,北京像素绽放科技有限公司,"Beijing PixelBloom Technology Co., Ltd.",展商,,租赁业与商业服务业,X1A-902,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
473,参展企业,c07bb58edf6f45eeba713bb77cf3eaa6,北京凌川科技有限公司,"Beijing Transtreams Technology Co., Ltd.",展商,,核心技术,Z1C-803,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
474,参展企业,5ecd82a166554207a13dbf555dc354f6,北京加速进化科技有限公司,"BOOSTER ROBOTICS TECHNOLOGY CO., LTD",展商,,具身智能,H3-C210,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
475,参展企业,e6b3f7480b054a25b5fde018be20b0ef,北京动码印章科技有限公司,"Beijing Dongma Seal Technology Co.,Ltd",展商,,核心技术,H2-E820,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
476,参展企业,232dcfffb3ca4990856e64a0a1c6d599,北京华创七星微电子股份有限公司,"BEIJING NAURA MICRO-ELECTRONICS CO.,LTD.",展商,,核心技术,Z1C-806,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
477,参展企业,746753ad707a4cdb95c5009260f788ce,北京华弘数科技术有限公司,"Beijing Huahon Data Technology Co., Ltd ",展商,,核心技术,Z2A-109,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
478,参展企业,cd9c248fcc2b4327b1b07056da3cec24,北京华智信通科技有限公司,"Beijing Huazhi Xintong Technology Co., Ltd.",展商,,其他,L038,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
479,参展企业,cd9c248fcc2b4327b1b07056da3cec24,北京华智信通科技有限公司,"Beijing Huazhi Xintong Technology Co., Ltd.",展商,,其他,H4-024,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
480,参展企业,69497e342dc74365880705b7f1ca1dff,北京启物科技有限责任公司,"Beijing Qiwu Technology Co., Ltd.",展商,,具身智能,H3-E406,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
481,参展企业,f4a8ef5d4c1a452699d16b36a182e074,北京和峰科技有限公司,"Beijing Harqom Technology Co., Ltd.",展商,,工业互联与智能制造,H1-A120,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
482,参展企业,dd2916abbc5041e2b3efab63bf432bfe,北京品西互动科技有限公司,Si-Planet,"展商,论坛主办方",,其他,H3-A203,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
483,参展企业,7dd488f7a90642e1828372c3a3a456c7,北京因时机器人科技有限公司,"Beijing Inspire Robots Technology CO.,LTD",展商,,具身智能,H3-B207,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
484,参展企业,cd01a97db84c4f8bbcc2dea8f618a447,北京容天汇海科技有限公司,Beijing Rongtian Huihai Technology Co Ltd,展商,,其他,Z1C-501,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
485,参展企业,ed2ebe5919e34de9aaaf4c4e795ede9c,北京容联易通信息技术有限公司,"Beijing Ronglian Yitong Information Technology Co., Ltd.","展商,论坛主办方",,核心技术,L049,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
486,参展企业,93fe4aaadab647c596c80bc6b5c11769,北京容芯致远科技有限公司,"Beijing Rongxin Zhiyuan Technology Co., Ltd.",展商,,核心技术,Z2B-201,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
487,参展企业,57d9f13a040242188446c2e7f3080297,北京并行科技股份有限公司,"Beijing Paratera Technology Co., Ltd.",展商,,核心技术,H1-B930,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
488,参展企业,46717440df994d6c94c74bffe66022cf,北京心影随形科技有限公司91110108MACEHKBQ10,"Beijing LynkSoul Technology Co., Ltd.",展商,,文娱艺术与元宇宙,X1A-908,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
489,参展企业,fe89a7b498024eceb93c474e751f23bd,北京心言机器人科技有限公司,Cylingo Robotics,展商,,具身智能,X1B-305,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
490,参展企业,a188d2fa47054837800d0cee75a6177c,北京忆恒创源科技股份有限公司,"Beijing Memblaze Technology Co., Ltd. ",展商,,核心技术,Z2B-501,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
491,参展企业,4f3df41f59e34223b9e07f653f5d6b13,北京思灵机器人科技有限责任公司,AGILE ROBOTS,展商,,"核心技术,工业互联与智能制造,具身智能",H3-C627,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
492,参展企业,c445172cc98c4c268f0d4d2d384594bb,北京思特奇信息技术股份有限公司,"SI-TECH  Information  Technology  Co.,Ltd",展商,,核心技术,H2-E520,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
493,参展企业,55c075dda6554a8db065666614d6267f,北京慧领科技有限公司,"Beijing Huiling Technology Co., Ltd",展商,,核心技术,H4-060,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
494,参展企业,d12a941f43714759835405ce55acb957,北京数巅科技有限公司,"Beijing DiPEAK Technology Co., Ltd. ",展商,,核心技术,H2-E525,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
495,参展企业,df4bfbfdab8e454c8666106353a598a6,北京数美时代科技有限公司,"Beijing Shumei Shidai Technology Co., Ltd",展商,,核心技术,L013,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
496,参展企业,96099462a23a44179a539cfa2425ba40,北京新智慧游戏科技有限公司,"Beijing New AI Gaming Technology Co., Ltd.",展商,,核心技术,X1B-909,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
497,参展企业,91eff52a72d94bbd93a8bb6500ab18df,北京星动纪元科技股份有限公司,"Beijing Xingdongjiyuan Co., Ltd.",展商,,具身智能,H3-A501,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
498,参展企业,4bff88c7f17645a8ba8aca5de4ac2d71,北京未来式智能科技有限公司,AutoAgents.AI,展商,,核心技术,L037,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
499,参展企业,f284e6e8b8f94bc9a2f7439006232385,北京机科未来科技有限公司,RoboScience,展商,,具身智能,H3-C221,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
500,参展企业,9cf9e598503648ab8ece4b0e81a6babc,北京松延动力科技集团股份有限公司,"Beijing Noetix Robotics Technology Group Co., Ltd.",展商,,具身智能,H3-C327,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
501,参展企业,8af0715bb92d4125afa03c6632ed2599,北京极佳视界科技有限公司,"Beijing GigaAI Technology Co., Ltd.",展商,,"核心技术,具身智能",H3-D105,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
502,参展企业,cbee3089e7c748c297be1a44d8042030,北京极客伙伴科技有限公司,Beijing Jike Partners Tech Co.，Ltd.,展商,,其他,H1-A134,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
503,参展企业,b2c4dce673c741f8be7c09e0b8fa293c,北京极智嘉科技股份有限公司,"Beijing Geekplus Technology Co., Ltd.",展商,,具身智能,H3-D124,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
504,参展企业,1cd688e64c714dfeb54bcfb042f921c5,北京海光芯正科技股份有限公司,"Crealights Technology Co., Ltd.",展商,,核心技术,Z1C-813,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
505,参展企业,d8b1da6e5c664433aaf626764a783129,北京海天瑞声科技股份有限公司,"Beijing Haitian Ruisheng Science Technology Co.,Ltd.",展商,,其他,R019,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
506,参展企业,c12d168a72c04ce0ba2622a995bb2b06,北京涛思数据科技有限公司,TDengine,展商,,核心技术,H2-E516,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
507,参展企业,96f6ea4d1974437bb7cfb2eca6fbdbc7,北京清程极智科技有限公司,Qingcheng.AI,展商,,核心技术,H1-D1230,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
508,参展企业,8d756566bf404ab6804352514b5191cc,北京澜舟科技有限公司,Beijing Langboat Technology,展商,,核心技术,H1-C535,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
